what,kind,bundleId,bundleVersion,description,time
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1479202022043
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1479202022044
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1479202022044
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1479202022045
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1479202022046
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1479202022047
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1479202022048
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1479202022048
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1479202022049
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1479202022050
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1479202022199
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1479202022199
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1479202022200
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1479202022200
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1479202022201
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1479202022201
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1479202022202
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1479202022202
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1479202022212
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1479202022212
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1479202022213
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1479202022214
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1479202022214
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1479202022214
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1479202022215
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1479202022216
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1479202022216
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1479202022217
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1479202022218
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1479202022225
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1479202022226
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1479202022228
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1479202022228
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1479202022229
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1479202022230
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1479202022231
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1479202022231
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1479202022232
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1479202022232
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1479202022233
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1479202022234
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1479202022234
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1479202022235
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1479202022235
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1479202022236
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1479202022236
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1479202022237
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1479202022237
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1479202022238
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1479202022238
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1479202022238
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1479202022239
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1479202022240
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1479202022240
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1479202022241
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1479202022242
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1479202022253
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1479202022253
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1479202022254
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1479202022254
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1479202022255
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1479202022255
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1479202022255
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1479202022256
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1479202022256
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1479202022257
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1479202022258
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1479202022258
started,bundle,com.altera.sbtgui.project,11.0.0.208,"com.altera.sbtgui.project",1479202022259
started,bundle,com.altera.sbtgui.ui,11.0.0.208,"com.altera.sbtgui.ui",1479202022259
os,sysinfo,,,"win32",1479202022261
arch,sysinfo,,,"x86",1479202022261
ws,sysinfo,,,"win32",1479202022261
locale,sysinfo,,,"it_IT",1479202022261
processors,sysinfo,,,"4",1479202022261
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1479202022261
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1479202022261
java.specification.name,sysinfo,,,"Java Platform API Specification",1479202022261
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1479202022261
java.specification.version,sysinfo,,,"1.6",1479202022261
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1479202022261
java.version,sysinfo,,,"1.6.0_23",1479202022261
java.vm.info,sysinfo,,,"mixed mode",1479202022261
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1479202022261
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1479202022261
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1479202022261
java.vm.specification.version,sysinfo,,,"1.0",1479202022261
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1479202022261
java.vm.version,sysinfo,,,"19.0-b09",1479202022261
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1479202022273
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1479202022495
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1479202022756
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1479202022757
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1479202022789
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1479202022833
started,bundle,com.altera.sbtgui.integration,11.0.0.208,"com.altera.sbtgui.integration",1479202022887
started,bundle,com.altera.systemconsole,11.0.0.208,"com.altera.systemconsole",1479202022899
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1479202023172
started,bundle,com.altera.utilities,11.0.0.208,"com.altera.utilities",1479202023382
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1479202024145
started,bundle,com.altera.sbtgui.core,11.0.0.208,"com.altera.sbtgui.core",1479202029444
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202029495
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202036097
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1479202041883
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1479202042231
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1479202042316
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202044848
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202106489
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1479202112410
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1479202114043
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1479202131985
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1479202132525
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1479202132555
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1479202132938
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1479202132944
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1479202132947
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202150540
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202151448
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1479202151610
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1479202151614
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1479202151651
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1479202156197
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1479202156229
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1479202165139
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202165415
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202166901
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProgressView",1479202169644
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProgressView",1479202169685
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1479202174149
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202175078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202189400
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202193630
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202196890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202201328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202206075
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202211875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202213232
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1479202213237
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202216680
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1479202220178
started,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.208,"com.altera.debug.cdi.gdb.plugin",1479202223729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202389461
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1479202389470
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202401600
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202403228
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202403241
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202406632
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202410345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202423684
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1479202423700
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1479202427487
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202471306
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1479202488382
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1479202488395
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1479202490418
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1479202490419
opened,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1479202492186
